"","gender","age","statereside","hhincome","education","maritalstatus","citizenus","working","probvote","Vote24Harris","Vote24Trump","Vote24Other","white","ContactsHarris","ContactsTrump","income","presvote"
"1073","Female",57,"21 Kentucky","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,0,"1 Yes",50,50,15,"Trump"
"1074","Female",44,"21 Kentucky","16 150,000 or more",13,"3 Separated","1 Yes","1 Yes","100",0,100,0,"1 Yes",20,80,16,"Trump"
"1075","Female",76,"6 California","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",0,100,16,NA
"1076","Female",54,"18 Indiana","13 60,000 to 74,999",9,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,100,NA,"1 Yes",0,100,13,"Trump"
"1077","Female",35,"20 Kansas","14 75,000 to 99,999",4,"1 Married (spouse lives with me)","1 Yes","0 No","100",0,100,0,"1 Yes",0,100,14,"Trump"
"1078","Female",51,"46 South Dakota","15 100,000 to 149,999",11,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",9,90,1,"1 Yes",50,50,15,"Trump"
"1079","Male",37,"6 California","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",90,10,16,"Harris"
"1080","Female",49,"54 West Virginia","9 30,000 to 34,999",12,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,NA,"1 Yes",0,100,9,"Trump"
"1081","Female",61,"8 Colorado","15 100,000 to 149,999",16,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,0,"1 Yes",50,50,15,"Trump"
"1082","Female",68,"13 Georgia","14 75,000 to 99,999",14,"5 Widowed","1 Yes","1 Yes","99",0,100,0,"1 Yes",26,74,14,"Trump"
"1083","Female",68,"13 Georgia","9 30,000 to 34,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"0 No",100,0,9,NA
"1084","Male",51,"37 North Carolina","14 75,000 to 99,999",10,"4 Divorced","1 Yes","1 Yes","100",0,100,0,"1 Yes",2,98,14,"Trump"
"1085","Male",53,"37 North Carolina","1 Less than $5,000",16,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",100,0,1,NA
"1086","Female",52,"1 Alabama","12 50,000 to 59,999",10,"4 Divorced","1 Yes","0 No","100",100,NA,NA,"0 No",100,0,12,"Harris"
"1087","Female",70,"36 New York","12 50,000 to 59,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,0,0,"1 Yes",97,3,12,"Harris"
"1088","Female",59,"37 North Carolina","13 60,000 to 74,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",0,100,NA,"1 Yes",40,60,13,"Trump"
"1089","Female",51,"13 Georgia","9 30,000 to 34,999",9,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",0,100,9,NA
"1090","Female",64,"45 South Carolina","1 Less than $5,000",10,"4 Divorced","1 Yes","0 No","0",0,0,100,"1 Yes",0,0,1,"Other"
"1091","Male",66,"13 Georgia","6 15,000 to 19,999",9,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"0 No",NA,NA,6,NA
"1092","Male",47,"42 Pennsylvania","12 50,000 to 59,999",14,"4 Divorced","1 Yes","1 Yes","100",NA,NA,100,"1 Yes",60,40,12,"Other"
"1093","Male",69,"55 Wisconsin","10 35,000 to 39,999",15,"5 Widowed","1 Yes","0 No","100",100,NA,NA,"1 Yes",85,14,10,"Harris"
"1094","Female",57,"55 Wisconsin","16 150,000 or more",12,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",90,10,16,NA
"1095","Male",34,"55 Wisconsin","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","98",0,100,0,"1 Yes",2,98,15,"Trump"
"1096","Female",48,"21 Kentucky","3 7,500 to 9,999",10,"4 Divorced","1 Yes","0 No","100",NA,100,NA,"1 Yes",0,100,3,"Trump"
"1097","Male",69,"55 Wisconsin","13 60,000 to 74,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","99",NA,100,NA,"1 Yes",5,95,13,"Trump"
"1098","Female",52,"55 Wisconsin","14 75,000 to 99,999",11,"4 Divorced","1 Yes","1 Yes","0",0,100,0,"1 Yes",20,60,14,"Trump"
"1099","Female",46,"39 Ohio","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,0,"1 Yes",10,90,15,"Trump"
"1100","Female",58,"48 Texas","7 20,000 to 24,999",9,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,0,"0 No",20,80,7,"Trump"
"1101","Female",72,"48 Texas","8 25,000 to 2,999",13,"5 Widowed","1 Yes","0 No","100",100,0,0,"1 Yes",75,25,8,"Harris"
"1102","Female",70,"55 Wisconsin","11 40,000 to 49,999",13,"4 Divorced","1 Yes","0 No","100",100,NA,NA,"1 Yes",50,50,11,"Harris"
"1103","Male",70,"42 Pennsylvania","13 60,000 to 74,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","99",100,0,0,"1 Yes",60,40,13,"Harris"
"1104","Male",72,"4 Arizona","16 150,000 or more",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",100,0,16,NA
"1105","Male",77,"4 Arizona","15 100,000 to 149,999",15,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,0,"1 Yes",2,98,15,"Trump"
"1106","Female",64,"13 Georgia","9 30,000 to 34,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,0,0,"0 No",100,0,9,"Harris"
"1107","Female",80,"13 Georgia","13 60,000 to 74,999",12,"5 Widowed","1 Yes","0 No","100",NA,NA,NA,"1 Yes",0,100,13,NA
"1108","Male",50,"13 Georgia","14 75,000 to 99,999",9,"4 Divorced","1 Yes","1 Yes","100",100,0,0,"0 No",90,10,14,"Harris"
"1109","Male",55,"42 Pennsylvania","15 100,000 to 149,999",11,"6 Never married","1 Yes","1 Yes","100",100,NA,NA,"0 No",100,0,15,"Harris"
"1110","Female",63,"42 Pennsylvania","9 30,000 to 34,999",10,"4 Divorced","1 Yes","1 Yes","100",NA,NA,NA,"0 No",85,15,9,NA
"1111","Female",70,"23 Maine","7 20,000 to 24,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,0,0,"1 Yes",98,0,7,"Harris"
"1112","Female",58,"42 Pennsylvania","14 75,000 to 99,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",50,50,0,"1 Yes",20,80,14,"Trump"
"1113","Female",64,"42 Pennsylvania","13 60,000 to 74,999",13,"4 Divorced","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",100,0,13,"Harris"
"1114","Female",49,"12 Florida","16 150,000 or more",14,"6 Never married","1 Yes","1 Yes","100",0,100,0,"1 Yes",50,40,16,"Trump"
"1115","Female",46,"42 Pennsylvania","12 50,000 to 59,999",13,"6 Never married","1 Yes","1 Yes","95",45,55,0,"1 Yes",75,25,12,"Trump"
"1116","Male",67,"15 Hawaii","9 30,000 to 34,999",13,"6 Never married","1 Yes","1 Yes","100",100,0,0,"1 Yes",80,20,9,"Harris"
"1117","Male",74,"12 Florida","13 60,000 to 74,999",10,"5 Widowed","1 Yes","1 Yes","100",NA,NA,NA,"0 No",75,20,13,NA
"1118","Male",69,"12 Florida","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","99",NA,100,NA,"1 Yes",0,100,15,"Trump"
"1119","Female",53,"1 Alabama","7 20,000 to 24,999",9,"2 Married (spouse lives elsewhere)","1 Yes","1 Yes","100",50,50,0,"0 No",70,30,7,"Trump"
"1120","Female",69,"26 Michigan","10 35,000 to 39,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",7,93,10,NA
"1121","Male",79,"26 Michigan","15 100,000 to 149,999",14,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",60,30,15,NA
"1122","Male",77,"26 Michigan","14 75,000 to 99,999",12,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",60,40,14,NA
"1123","Male",47,"26 Michigan","9 30,000 to 34,999",12,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"0 No",0,90,9,NA
"1124","Female",34,"1 Alabama","9 30,000 to 34,999",7,"1 Married (spouse lives with me)","1 Yes","1 Yes","0",0,100,0,"1 Yes",0,100,9,"Trump"
"1125","Male",68,"4 Arizona","14 75,000 to 99,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",100,0,14,NA
"1126","Male",81,"48 Texas","15 100,000 to 149,999",11,"1 Married (spouse lives with me)","1 Yes","0 No","100",0,100,0,"1 Yes",0,100,15,"Trump"
"1127","Female",59,"42 Pennsylvania","15 100,000 to 149,999",13,"3 Separated","1 Yes","1 Yes","100",0,100,0,"1 Yes",10,90,15,"Trump"
"1128","Female",48,"19 Iowa","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",0,100,NA,"1 Yes",15,85,15,"Trump"
"1129","Male",69,"4 Arizona","14 75,000 to 99,999",6,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",20,80,14,NA
"1130","Female",51,"4 Arizona","13 60,000 to 74,999",13,"4 Divorced","1 Yes","1 Yes","100",51,49,NA,"1 Yes",55,45,13,"Harris"
"1131","Female",61,"18 Indiana","8 25,000 to 2,999",10,"4 Divorced","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",1,99,8,NA
"1132","Female",47,"1 Alabama","15 100,000 to 149,999",11,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,0,"1 Yes",0,100,15,"Trump"
"1133","Female",33,"6 California","8 25,000 to 2,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",75,0,25,"1 Yes",50,25,8,"Harris"
"1134","Female",39,"55 Wisconsin","8 25,000 to 2,999",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","99",99,0,1,"1 Yes",60,35,8,"Harris"
"1135","Male",38,"42 Pennsylvania","14 75,000 to 99,999",12,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",1,98,1,"1 Yes",0,100,14,"Trump"
"1136","Female",55,"18 Indiana","6 15,000 to 19,999",11,"4 Divorced","1 Yes","0 No","80",80,20,0,"1 Yes",50,50,6,"Harris"
"1137","Male",78,"12 Florida","13 60,000 to 74,999",5,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,100,NA,"1 Yes",25,75,13,"Trump"
"1138","Female",55,"46 South Dakota","14 75,000 to 99,999",9,"1 Married (spouse lives with me)","1 Yes","1 Yes","99",NA,100,NA,"1 Yes",20,80,14,"Trump"
"1139","Male",72,"26 Michigan","13 60,000 to 74,999",16,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,NA,NA,"1 Yes",80,20,13,"Harris"
"1140","Female",76,"42 Pennsylvania","13 60,000 to 74,999",9,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,NA,NA,"1 Yes",60,40,13,"Harris"
"1141","Female",77,"26 Michigan","8 25,000 to 2,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",10,80,8,NA
"1142","Male",62,"39 Ohio","13 60,000 to 74,999",9,"6 Never married","1 Yes","0 No","100",100,NA,NA,"1 Yes",70,30,13,"Harris"
"1143","Female",48,"55 Wisconsin","12 50,000 to 59,999",9,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",25,50,25,"1 Yes",0,100,12,"Trump"
"1144","Male",36,"4 Arizona","13 60,000 to 74,999",9,"6 Never married","1 Yes","1 Yes","10",0,0,100,"1 Yes",0,0,13,"Other"
"1145","Female",27,"28 Mississippi","9 30,000 to 34,999",11,"6 Never married","1 Yes","1 Yes","100",100,NA,NA,"0 No",100,0,9,"Harris"
"1146","Female",72,"26 Michigan","13 60,000 to 74,999",12,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",95,5,13,NA
"1147","Female",60,"42 Pennsylvania","13 60,000 to 74,999",9,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",100,0,13,NA
"1148","Male",40,"42 Pennsylvania","9 30,000 to 34,999",9,"6 Never married","1 Yes","1 Yes","0",0,100,0,"0 No",50,50,9,"Trump"
"1149","Female",60,"42 Pennsylvania","10 35,000 to 39,999",10,"4 Divorced","1 Yes","1 Yes","100",0,100,0,"1 Yes",0,100,10,"Trump"
"1150","Female",46,"26 Michigan","2 5,000 to 7,499",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","95",40,60,NA,"1 Yes",50,50,2,"Trump"
"1151","Male",41,"13 Georgia","4 10,000 to 12,499",9,"1 Married (spouse lives with me)","1 Yes","1 Yes","50",100,NA,NA,"0 No",100,0,4,"Harris"
"1152","Female",29,"41 Oregon","10 35,000 to 39,999",15,"6 Never married","1 Yes","1 Yes","100",100,0,0,"1 Yes",60,30,10,"Harris"
"1153","Female",40,"18 Indiana","14 75,000 to 99,999",9,"1 Married (spouse lives with me)","1 Yes","1 Yes","0",0,50,50,"1 Yes",0,50,14,"Trump"
"1154","Male",39,"26 Michigan","15 100,000 to 149,999",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",70,30,15,NA
"1155","Male",61,"42 Pennsylvania","1 Less than $5,000",9,"4 Divorced","1 Yes","0 No","100",100,0,0,"1 Yes",50,50,1,"Harris"
"1156","Female",62,"16 Idaho","12 50,000 to 59,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",0,100,0,"1 Yes",0,100,12,"Trump"
"1157","Male",39,"16 Idaho","4 10,000 to 12,499",10,"6 Never married","1 Yes","0 No","100",0,100,0,"1 Yes",0,100,4,"Trump"
"1158","Female",75,"12 Florida","11 40,000 to 49,999",9,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,NA,NA,"1 Yes",30,70,11,"Harris"
"1159","Female",73,"12 Florida","13 60,000 to 74,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,NA,NA,"1 Yes",90,10,13,"Harris"
"1160","Female",42,"55 Wisconsin","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,0,0,"1 Yes",40,50,16,"Harris"
"1161","Female",77,"26 Michigan","15 100,000 to 149,999",14,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",85,15,15,NA
"1162","Male",55,"37 North Carolina","15 100,000 to 149,999",6,"4 Divorced","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",2,98,15,NA
"1163","Female",82,"4 Arizona","16 150,000 or more",16,"6 Never married","1 Yes","0 No","100",NA,NA,NA,"1 Yes",95,5,16,NA
"1164","Female",61,"6 California","10 35,000 to 39,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",0,100,0,"1 Yes",1,97,10,"Trump"
"1165","Female",31,"6 California","1 Less than $5,000",9,"6 Never married","1 Yes","1 Yes","100",0,100,0,"1 Yes",25,75,1,"Trump"
"1166","Female",61,"26 Michigan","7 20,000 to 24,999",14,"5 Widowed","1 Yes","0 No","100",NA,100,NA,"1 Yes",5,95,7,"Trump"
"1167","Female",78,"12 Florida","13 60,000 to 74,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",40,60,13,NA
"1168","Female",36,"31 Nebraska","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,0,"1 Yes",0,100,16,"Trump"
"1169","Male",50,"31 Nebraska","4 10,000 to 12,499",10,"1 Married (spouse lives with me)","1 Yes","0 No","50",NA,NA,100,"1 Yes",0,0,4,"Other"
"1170","Male",44,"42 Pennsylvania","14 75,000 to 99,999",11,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,0,"1 Yes",10,90,14,"Trump"
"1171","Female",68,"26 Michigan","13 60,000 to 74,999",12,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",45,40,13,NA
"1172","Female",34,"42 Pennsylvania","15 100,000 to 149,999",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","50",NA,100,NA,"1 Yes",NA,NA,15,"Trump"
"1173","Male",46,"13 Georgia","3 7,500 to 9,999",6,"1 Married (spouse lives with me)","1 Yes","0 No","0",NA,100,NA,"1 Yes",0,100,3,"Trump"
"1174","Female",74,"55 Wisconsin","14 75,000 to 99,999",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,NA,"1 Yes",0,50,14,"Trump"
"1175","Male",55,"39 Ohio","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,NA,NA,"1 Yes",100,0,16,"Harris"
"1176","Male",58,"42 Pennsylvania",".e",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",50,50,NA,NA
"1177","Female",45,"42 Pennsylvania","14 75,000 to 99,999",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",93,5,14,NA
"1178","Male",59,"26 Michigan","16 150,000 or more",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,0,0,"1 Yes",90,10,16,"Harris"
"1179","Female",71,"53 Washington","14 75,000 to 99,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,NA,NA,"1 Yes",100,0,14,"Harris"
"1180","Male",57,"42 Pennsylvania","12 50,000 to 59,999",9,"1 Married (spouse lives with me)","1 Yes","0 No","100",0,100,0,"1 Yes",2,98,12,"Trump"
"1181","Female",64,"39 Ohio","1 Less than $5,000",9,"5 Widowed","1 Yes","0 No","100",NA,NA,NA,"1 Yes",NA,NA,1,NA
"1182","Male",53,"4 Arizona","12 50,000 to 59,999",10,"6 Never married","1 Yes","1 Yes","0",50,10,40,"1 Yes",10,4,12,"Harris"
"1183","Female",69,"42 Pennsylvania","14 75,000 to 99,999",9,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,100,NA,"1 Yes",40,40,14,"Trump"
"1184","Male",64,"42 Pennsylvania","14 75,000 to 99,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,100,"1 Yes",95,5,14,"Other"
"1185","Female",44,"13 Georgia","11 40,000 to 49,999",13,"6 Never married","1 Yes","1 Yes","75",0,90,10,"0 No",40,50,11,"Trump"
"1186","Female",48,"39 Ohio","10 35,000 to 39,999",9,"4 Divorced","1 Yes","1 Yes","100",0,0,100,"1 Yes",50,50,10,"Other"
"1187","Female",41,"42 Pennsylvania","16 150,000 or more",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,NA,"1 Yes",20,80,16,"Trump"
"1188","Female",36,"42 Pennsylvania","15 100,000 to 149,999",16,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,100,"0 No",25,25,15,"Other"
"1189","Female",68,"40 Oklahoma","13 60,000 to 74,999",9,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,0,0,"1 Yes",15,85,13,"Harris"
"1190","Female",54,"5 Arkansas","14 75,000 to 99,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",0,100,14,NA
"1191","Female",76,"34 New Jersey","15 100,000 to 149,999",12,"1 Married (spouse lives with me)","1 Yes","0 No","99",NA,100,NA,"1 Yes",40,60,15,"Trump"
"1192","Male",50,"39 Ohio","12 50,000 to 59,999",9,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,0,"1 Yes",5,90,12,"Trump"
"1193","Female",40,"26 Michigan","14 75,000 to 99,999",1,"6 Never married","1 Yes","0 No","100",NA,NA,NA,"1 Yes",0,100,14,NA
"1194","Male",47,"6 California","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",50,45,16,"Harris"
"1195","Male",48,"39 Ohio","15 100,000 to 149,999",11,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,0,"1 Yes",10,80,15,"Trump"
"1196","Female",75,"4 Arizona","14 75,000 to 99,999",9,"5 Widowed","1 Yes","0 No","100",NA,NA,NA,"1 Yes",40,60,14,NA
"1197","Female",27,"48 Texas","14 75,000 to 99,999",14,"6 Never married","1 Yes","1 Yes","0",0,100,0,"1 Yes",10,90,14,"Trump"
"1198","Female",46,"42 Pennsylvania","14 75,000 to 99,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,0,0,"1 Yes",55,45,14,"Harris"
"1199","Female",72,"4 Arizona","15 100,000 to 149,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",48,52,15,NA
"1200","Female",41,"48 Texas","15 100,000 to 149,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","1",0,100,0,"0 No",0,100,15,"Trump"
"1201","Female",34,"37 North Carolina","10 35,000 to 39,999",13,"6 Never married","1 Yes","1 Yes","100",100,NA,NA,"0 No",100,0,10,"Harris"
"1202","Male",50,"4 Arizona","13 60,000 to 74,999",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",0,100,13,NA
"1203","Female",51,"42 Pennsylvania","12 50,000 to 59,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,0,"1 Yes",25,60,12,"Trump"
"1204","Female",68,"4 Arizona","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",80,20,15,NA
"1205","Male",37,"19 Iowa","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,0,NA,"1 Yes",50,50,16,"Harris"
"1206","Male",62,"12 Florida","12 50,000 to 59,999",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"0 No",98,2,12,NA
"1207","Female",49,"13 Georgia","15 100,000 to 149,999",9,"6 Never married","1 Yes","1 Yes","85",0,100,0,"1 Yes",25,50,15,"Trump"
"1208","Female",69,"39 Ohio","12 50,000 to 59,999",12,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,0,0,"1 Yes",20,80,12,"Harris"
"1209","Female",28,"13 Georgia","13 60,000 to 74,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","0",0,0,100,"1 Yes",0,90,13,"Other"
"1210","Female",62,"6 California","7 20,000 to 24,999",6,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",50,50,7,NA
"1211","Male",59,"17 Illinois","11 40,000 to 49,999",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",40,60,11,NA
"1212","Male",57,"37 North Carolina","12 50,000 to 59,999",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,NA,NA,"0 No",80,20,12,"Harris"
"1213","Female",66,"6 California","14 75,000 to 99,999",9,"6 Never married","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",10,90,14,NA
"1214","Female",44,"48 Texas","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","98",0,100,0,"1 Yes",1,99,15,"Trump"
"1215","Female",55,"37 North Carolina","12 50,000 to 59,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",2,98,0,"1 Yes",10,90,12,"Trump"
"1216","Male",34,"42 Pennsylvania","8 25,000 to 2,999",10,"6 Never married","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",75,25,8,NA
"1217","Male",83,"41 Oregon","13 60,000 to 74,999",11,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,100,NA,"1 Yes",20,70,13,"Trump"
"1218","Female",33,"26 Michigan","13 60,000 to 74,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","90",0,0,100,"1 Yes",2,88,13,"Other"
"1219","Female",55,"42 Pennsylvania","14 75,000 to 99,999",6,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",49,49,2,"1 Yes",49,50,14,"Trump"
"1220","Male",44,"28 Mississippi","7 20,000 to 24,999",3,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,0,"1 Yes",0,100,7,"Trump"
"1221","Female",34,"21 Kentucky","1 Less than $5,000",9,"6 Never married","1 Yes","0 No","100",100,0,0,"1 Yes",NA,NA,1,"Harris"
"1222","Female",72,"4 Arizona","13 60,000 to 74,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",5,95,13,NA
"1223","Female",70,"42 Pennsylvania","13 60,000 to 74,999",9,"1 Married (spouse lives with me)","1 Yes","0 No","100",0,100,0,"1 Yes",25,70,13,"Trump"
"1224","Female",77,"36 New York","16 150,000 or more",14,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,NA,NA,"1 Yes",99,1,16,"Harris"
"1225","Male",50,"26 Michigan","15 100,000 to 149,999",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",0,100,15,NA
"1226","Female",65,"48 Texas","11 40,000 to 49,999",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,0,"1 Yes",10,90,11,"Trump"
