"","X","player","season","team","goals_z","xg_z","crosses_z","boxtouches_z","passes_z","progpasses_z","takeons_z","progruns_z","tackles_z","interceptions_z","clearances_z","blocks_z","aerials_z","fouls_z","fouled_z","nsxg_z","off","offplus"
"5413",5413,"Dimitar Marashliev",1970,"Bulgaria",-0.39,-0.26,0.13,-0.14,-0.85,-0.8,-0.39,-0.34,-0.62,-0.99,-0.68,-0.59,-0.59,-0.38,-0.3,-0.51,-1.14,-0.35
"5414",5414,"Dimitar Penev",1970,"Bulgaria",-0.39,-0.33,-0.57,-0.63,0.28,0.38,-0.73,-0.34,0.13,0.57,1.22,1.78,1.78,0.34,-0.3,-0.54,0.04,-0.315
"5415",5415,"Dimitar Yakimov",1970,"Bulgaria",-0.39,-0.04,-0.57,0.59,0.71,-0.11,0.62,0.46,-0.8,0.46,-0.52,-0.59,-0.59,-1.1,0.45,0.22,0.35,0.1
"5416",5416,"Dinko Dermendjiev",1970,"Bulgaria",1.28,-0.37,-0.57,-0.02,-0.05,0.38,0.95,0.46,-0.65,-0.62,-0.68,-0.59,-0.59,-1.1,0.08,0.11,0.84,0.305
"5417",5417,"Dobromir Zhechev",1970,"Bulgaria",1.28,0.15,-0.57,-0.39,-0.6,-0.49,-0.73,-0.74,0.52,0.8,1.22,2.12,0.2,1.42,-1.05,-0.68,-1.23,-0.6325
"5418",5418,"Georgi Asparukhov",1970,"Bulgaria",-0.39,1.97,-0.57,3.03,-0.78,-0.61,-0.05,-0.47,-0.16,-0.82,-0.68,-0.59,4.15,-0.38,0.08,0.84,-1.08,-0.425
"5419",5419,"Georgi Popov",1970,"Bulgaria",-0.39,-0.62,1.52,0.22,-0.17,0.07,-0.73,1.13,-1.01,-0.67,-0.68,-0.59,-0.59,-0.74,0.08,0.36,1.2,0.4975
"5420",5420,"Hristo Bonev",1970,"Bulgaria",1.28,0.33,-0.57,-0.02,0.93,0.57,0.62,1.53,0.53,-0.41,-0.52,-0.59,-0.59,0.7,1.58,0.98,2.1,0.5375
"5421",5421,"Ivan Davidov",1970,"Bulgaria",-0.39,-0.62,-0.57,-0.39,-1.08,-0.99,-0.73,-0.87,0.05,0.23,0.11,-0.1,0.2,-1.1,-1.05,-0.89,-1.86,-0.79
"5422",5422,"Ivan Dimitrov",1970,"Bulgaria",-0.39,-0.62,-0.57,-0.51,-0.6,-0.18,-0.73,-0.87,-0.38,-0.47,-0.05,0.66,-0.59,0.7,-1.05,-0.89,-1.05,-0.5875
"5423",5423,"Milko Gaidarski",1970,"Bulgaria",-0.39,-0.62,-0.57,-0.63,0.05,1.07,-0.73,-0.34,-0.31,1.29,0.9,-0.59,1.78,1.06,-0.68,-0.16,0.73,-0.1425
"5424",5424,"Petar Zhekov",1970,"Bulgaria",-0.39,-0.33,-0.57,-0.14,-0.98,-0.99,-0.39,-1.01,-1.01,-0.39,-0.68,-0.1,-0.59,-1.1,-0.68,-0.09,-2,-0.74
"5425",5425,"Simeon Simeonov",1970,"Bulgaria",-0.39,-0.62,-0.57,-0.63,-0.42,0.32,-0.73,-0.74,-1.01,-0.99,-0.68,-0.59,-0.59,-1.1,-1.05,-0.89,-0.42,-0.43
"5426",5426,"Stefan Aladzhov",1970,"Bulgaria",-0.39,-0.62,-0.57,-0.63,-0.73,-0.43,-0.73,-0.74,-0.38,-0.99,0.27,0.39,-0.59,-0.74,-1.05,-0.89,-1.17,-0.6175
"5427",5427,"Stoyan Yordanov",1970,"Bulgaria",-0.39,-0.62,-0.57,-0.63,-0.65,0.69,-0.73,-1.01,-1.01,-0.99,-0.52,-0.59,-0.59,-1.1,-0.68,-0.89,-0.32,-0.405
"5428",5428,"Todor Kolev",1970,"Bulgaria",1.28,-0.51,0.13,-0.51,0.73,0.88,-0.73,0.46,-0.47,-0.35,-0.36,-0.18,-0.59,0.7,-1.05,0.95,1.34,0.185
"5429",5429,"Vasil Mitkov",1970,"Bulgaria",-0.39,-0.07,0.82,1.44,-0.57,-0.05,1.96,0.33,-0.31,-0.67,-0.68,-0.59,-0.59,-1.1,1.95,2.23,0.28,0.765
"5430",5430,"Alexander Horváth",1970,"Czechoslovakia",-0.39,-0.11,0.13,-0.63,-0.4,-0.43,-0.73,-0.74,0.33,0.34,0.59,2.18,-0.59,-0.02,-1.05,-0.68,-1.17,-0.4425
"5431",5431,"Alexander Vencel",1970,"Czechoslovakia",-0.39,-0.62,-0.57,-0.63,-0.68,0.51,-0.73,-1.01,-1.01,-0.99,-0.52,-0.59,-0.59,-1.1,-1.05,-0.89,-0.5,-0.45
"5432",5432,"Andrej Kvasnák",1970,"Czechoslovakia",-0.39,-0.55,-0.57,-0.39,-0.2,-0.18,-0.73,-0.34,-0.48,0.25,0.27,0.07,-0.59,1.42,-0.3,-0.23,-0.52,-0.455
"5433",5433,"Bohumil Vesely",1970,"Czechoslovakia",-0.39,-0.58,2.92,-0.63,-0.47,-0.43,-0.05,0.33,-0.53,-0.53,-0.68,-0.59,-0.59,-1.1,-0.68,0.7,-0.1,0.6925
"5434",5434,"Frantisek Vesely",1970,"Czechoslovakia",-0.39,0.95,-0.57,0.83,0.13,-0.11,-0.05,0.06,-0.63,0.02,-0.68,-0.59,-0.59,-0.02,-0.3,0.05,-0.05,-0.1675
"5435",5435,"Ivan Hrdlicka",1970,"Czechoslovakia",-0.39,-0.62,-0.57,-0.63,-1.05,-1.05,-0.73,-0.87,-0.43,-0.72,-0.68,-0.59,-0.59,-1.1,-1.05,-0.72,-1.92,-0.805
"5436",5436,"Ivo Viktor",1970,"Czechoslovakia",-0.39,-0.62,-0.57,-0.63,0,1.25,-0.73,-1.01,-1.01,-0.99,-0.68,-0.59,0.2,-1.1,-0.68,-0.89,0.24,-0.265
"5437",5437,"Jan Capkovic",1970,"Czechoslovakia",-0.39,-0.33,0.13,-0.14,-0.98,-0.99,-0.73,-0.87,-0.63,-0.99,-0.68,-0.59,-0.59,-0.74,0.08,-0.68,-1.86,-0.615
"5438",5438,"Jaroslav Pollak",1970,"Czechoslovakia",-0.39,-0.62,-0.57,-0.51,0.13,-0.11,-0.39,-0.34,0.13,-0.63,-0.52,-0.59,-0.59,-0.38,-0.68,-0.44,-0.45,-0.3525
"5439",5439,"Josef Jurkanin",1970,"Czechoslovakia",-0.39,-0.51,-0.57,-0.63,-1.18,-1.11,-0.39,-0.61,-1.01,-0.76,-0.68,-0.59,-0.59,-1.1,-0.68,-0.82,-1.72,-0.67
"5440",5440,"Jozef Adamec",1970,"Czechoslovakia",-0.39,1.42,0.82,0.35,0.56,0.45,1.63,0.46,-0.77,-0.49,-0.68,-0.59,0.2,-0.74,0.08,1.78,0.91,0.84
"5441",5441,"Karol Dobias",1970,"Czechoslovakia",-0.39,-0.37,0.13,-0.14,2.52,4.24,-0.05,1.53,1.04,-0.17,0.59,0.07,-0.59,-1.1,0.45,-0.61,5.77,1.4625
"5442",5442,"Karol Jokl",1970,"Czechoslovakia",-0.39,0.25,1.52,-0.39,0.2,0.01,-0.39,1.4,-0.48,1.07,-0.52,-0.59,0.2,-0.74,1.2,0.81,1.41,0.635
"5443",5443,"L'udevit Zlocha",1970,"Czechoslovakia",-0.39,-0.44,-0.57,-0.39,-1.05,-0.74,-0.73,-0.74,-0.53,-0.53,0.43,-0.59,-0.59,-0.02,-0.3,-0.89,-1.48,-0.695
"5444",5444,"Ladislav Kuna",1970,"Czechoslovakia",-0.39,1.17,0.13,0.83,1.24,-0.18,-0.05,0.46,0.71,0.48,-0.52,-0.04,-0.59,1.42,0.08,0.11,0.28,0.09
"5445",5445,"Ladislav Petras",1970,"Czechoslovakia",2.95,1.17,-0.57,3.39,-0.3,-0.43,4.31,0.73,-0.72,-0.63,-0.68,-0.59,0.99,-0.74,1.58,2.26,0.3,1.01
"5446",5446,"Vaclav Migas",1970,"Czechoslovakia",-0.39,-0.47,-0.57,-0.39,-0.22,-0.24,-0.73,-0.87,0.19,2.46,2.64,1.51,-0.59,1.06,0.08,-0.68,-1.11,-0.6025
"5447",5447,"Vladimir Hagara",1970,"Czechoslovakia",-0.39,-0.18,1.52,-0.14,0.23,0.82,-0.73,-0.07,1.09,0.93,-0.05,0.07,0.2,-0.74,0.45,0.25,0.75,0.385
"5448",5448,"Vladimir Hrivnak",1970,"Czechoslovakia",-0.39,-0.62,-0.57,-0.63,-1.18,-0.86,-0.73,-1.01,-0.63,-0.63,0.27,2.05,-0.59,-0.74,-1.05,-0.89,-1.87,-0.7925
"5449",5449,"Ernesto Aparicio",1970,"El Salvador",-0.39,-0.29,0.13,0.1,-0.7,-0.55,-0.05,-0.07,-0.78,-0.03,-0.68,-0.59,-0.59,2.14,-0.68,-0.2,-0.62,-0.135
"5450",5450,"Guillermo Castro",1970,"El Salvador",-0.39,-0.55,-0.57,-0.63,-1.1,-1.05,-0.73,-0.87,-0.81,-0.99,0.9,-0.13,0.2,-0.74,-1.05,-0.89,-1.92,-0.805
"5451",5451,"Jaime Portillo",1970,"El Salvador",-0.39,-0.44,0.13,-0.63,-0.57,-0.49,-0.39,-0.21,-1.01,-0.61,-0.52,-0.13,0.2,-0.02,-0.68,-0.58,-0.7,-0.24
"5452",5452,"Jorge Vásquez",1970,"El Salvador",-0.39,-0.37,-0.57,-0.63,0.38,-0.18,-0.05,0.46,0.9,0.06,1.38,0.45,0.99,-0.38,-0.3,-0.61,0.28,-0.085
"5453",5453,"José Quintanilla",1970,"El Salvador",-0.39,-0.33,0.13,-0.63,0.13,0.07,-0.73,0.06,-0.68,-0.67,0.11,-0.07,-0.59,-0.38,0.08,-0.72,0.13,-0.1175
"5454",5454,"Juan Martínez",1970,"El Salvador",-0.39,-0.04,-0.57,-0.02,-0.27,-0.92,-0.05,-1.01,-0.56,0.62,-0.68,-0.59,-0.59,1.42,2.33,-0.89,-1.93,-0.6375
"5455",5455,"Mario Monge",1970,"El Salvador",-0.39,-0.51,-0.57,-0.63,-0.98,-1.05,-0.39,-0.87,-0.78,-0.99,-0.52,-0.59,-0.59,-1.1,-0.68,-0.89,-1.92,-0.72
"5456",5456,"Mauricio Manzano",1970,"El Salvador",-0.39,-0.62,-0.57,-0.63,-0.55,-0.24,-0.73,0.33,-1.01,0.93,-0.36,-0.59,-0.59,-0.02,-1.05,-0.89,0.09,-0.3025
"5457",5457,"Mauricio Rodríguez",1970,"El Salvador",-0.39,0.47,0.13,0.35,-0.65,-0.74,-0.05,-0.21,-0.45,0.91,-0.52,-0.59,0.2,-0.02,0.08,0.08,-0.95,-0.2175
"5458",5458,"Raúl Magaña",1970,"El Salvador",-0.39,-0.62,-0.57,-0.63,1.39,0.76,-0.73,-1.01,-1.01,-0.99,0.27,-0.59,0.99,-1.1,0.08,-0.89,-0.25,-0.3875
"5459",5459,"Roberto Rivas",1970,"El Salvador",-0.39,-0.55,-0.57,-0.63,1.94,2.75,-0.39,0.59,1.98,0.6,1.38,0.69,-0.59,0.34,-0.3,-0.75,3.34,0.595
"5460",5460,"Salvador Cabezas",1970,"El Salvador",-0.39,-0.37,-0.57,-0.63,0.66,-0.61,2.3,1.53,-0.06,1.45,-0.68,-0.59,0.99,1.78,0.45,-0.06,0.92,0.6625
"5461",5461,"Salvador Mariona",1970,"El Salvador",-0.39,-0.15,-0.57,-0.51,-0.17,-0.36,-0.73,-0.47,0.44,0.41,5.01,2.32,0.99,0.7,0.08,-0.58,-0.83,-0.5325
"5462",5462,"Santiago Cortés",1970,"El Salvador",-0.39,-0.58,-0.57,-0.63,-0.37,0.32,-0.05,-0.61,-0.78,-0.78,-0.05,-0.59,0.99,0.34,-0.68,-0.72,-0.29,-0.2275
"5463",5463,"Saturnino Osorio",1970,"El Salvador",-0.39,-0.62,-0.57,-0.63,0.08,-0.55,-0.39,-0.34,0.2,0.35,2.8,0.69,0.99,-0.02,-0.68,-0.89,-0.89,-0.4625
"5464",5464,"Sergio Méndez",1970,"El Salvador",-0.39,-0.04,-0.57,-0.14,-0.8,-0.92,-0.05,-0.21,-0.81,-0.99,-0.68,-0.59,0.2,-0.02,0.83,-0.72,-1.13,-0.4375
"5465",5465,"Alan Ball",1970,"England",-0.39,0.67,0.39,0.55,1.78,1.11,0.2,1.21,1.11,-0.51,-0.46,-0.15,-0.59,0.4,0.77,0.98,2.32,0.7275
"5466",5466,"Alan Clarke",1970,"England",0.77,1.63,-0.57,-0.21,-1.15,-1.13,-0.49,-0.92,-0.82,-0.99,-0.68,-0.59,-0.59,-0.1,-0.79,-0.89,-2.05,-0.7775
"5467",5467,"Alan Mullery",1970,"England",0.77,-0.07,-0.57,-0.46,1.71,0.68,-0.49,0.19,0.6,-0.21,-0.35,0.78,-0.59,0.4,-0.27,-0.15,0.87,-0.0475
"5468",5468,"Bobby Charlton",1970,"England",-0.39,1.02,0.88,0.05,0.8,0.03,1.37,0.84,-0.41,-0.48,-0.46,-0.59,-0.59,-0.6,0.25,0.67,0.87,0.78
"5469",5469,"Bobby Moore",1970,"England",-0.39,-0.62,-0.57,-0.63,2.12,3.35,-0.49,0.38,1.33,2.17,0.96,2.97,-0.05,-0.6,-0.01,0.48,3.73,0.6675
"5470",5470,"Brian Labone",1970,"England",-0.39,-0.37,-0.57,-0.04,-0.75,-0.66,-0.73,-1.01,-0.16,-0.22,2.61,1,2.14,0.15,-0.79,-0.77,-1.67,-0.7425
"5471",5471,"Colin Bell",1970,"England",-0.39,-0.17,0.88,0.38,-0.31,-0.31,1.37,0.38,-0.47,-0.63,-0.57,-0.59,-0.59,-0.85,0.25,1.61,0.07,0.58
"5472",5472,"Francis Lee",1970,"England",-0.39,0.14,-0.57,0.55,-0.75,-0.83,0.67,-0.27,-0.57,-0.37,-0.68,-0.23,-0.59,0.89,1.81,0.24,-1.1,-0.25
"5473",5473,"Geoff Hurst",1970,"England",0.77,0.54,-0.09,2.24,-0.42,-1.04,-0.03,-0.92,-0.85,-0.45,-0.68,-0.59,2.14,0.15,1.55,0.48,-1.96,-0.52
"5474",5474,"Gordon Banks",1970,"England",-0.39,-0.62,-0.57,-0.63,0.03,1.93,-0.73,-1.01,-1.01,-0.99,-0.57,-0.59,-0.59,-1.1,-1.05,-0.89,0.92,-0.095
"5475",5475,"Jack Charlton",1970,"England",-0.39,-0.62,-0.57,-0.63,-1.24,-0.96,-0.73,-0.92,0.3,-0.81,-0.02,0.27,-0.59,-0.85,-1.05,-0.89,-1.88,-0.795
"5476",5476,"Jeffrey Astle",1970,"England",-0.39,-0.17,-0.57,0.81,-1.24,-1.17,-0.73,-1.01,-1.01,-0.99,-0.68,-0.59,1.05,0.15,-0.79,-0.22,-2.18,-0.87
"5477",5477,"Keith Newton",1970,"England",-0.39,-0.57,0.88,-0.46,0.38,0.29,-0.03,0.29,0.32,0.29,0.31,0.64,-0.59,0.15,-0.27,0.41,0.58,0.3575
"5478",5478,"Martin Peters",1970,"England",0.77,0.47,0.88,0.97,0.56,-0.1,-0.49,-0.27,0.65,0.21,-0.46,0.86,-0.05,2.14,0.51,1.46,-0.37,0.005
"5479",5479,"Norman Hunter",1970,"England",-0.39,-0.6,1.36,-0.54,-1.17,-0.79,-0.49,-0.82,-0.54,-0.84,-0.57,-0.23,-0.05,-0.6,-1.05,0.53,-1.61,-0.185
"5480",5480,"Peter Bonetti",1970,"England",-0.39,-0.62,-0.57,-0.63,-0.77,-0.05,-0.73,-1.01,-1.01,-0.99,-0.68,-0.59,-0.59,-1.1,-1.05,-0.89,-1.06,-0.59
"5481",5481,"Peter Osgood",1970,"England",-0.39,-0.49,-0.09,-0.38,-1.08,-1.04,-0.49,-1.01,-1.01,-0.99,-0.68,-0.59,-0.59,-0.85,-0.79,-0.77,-2.05,-0.6575
"5482",5482,"Terry Cooper",1970,"England",-0.39,-0.54,0.88,-0.54,0.77,0.55,3.46,1.86,1.15,1.31,0.64,-0.23,-0.05,0.89,1.55,0,2.41,1.6875
"5483",5483,"Tommy Wright",1970,"England",-0.39,-0.62,0.88,-0.63,-0.21,0.03,-0.26,-0.36,-0.81,-0.99,-0.24,-0.59,-0.59,-0.6,-0.01,0.21,-0.33,0.0725
"5484",5484,"Aharon Shuruk",1970,"Israel",-0.39,-0.62,-0.57,-0.63,-1.35,-1.17,-0.39,-0.87,-0.44,-0.72,-0.68,-0.59,-0.59,-0.74,-1.05,-0.89,-2.04,-0.75
"5485",5485,"Daniel Rom",1970,"Israel",-0.39,-0.07,0.13,0.1,-0.98,-1.05,-0.05,-0.61,-0.72,0.1,-0.36,-0.59,0.99,-1.1,0.08,-0.27,-1.66,-0.395
"5486",5486,"David Primo",1970,"Israel",-0.39,-0.62,0.13,-0.63,-0.52,-0.3,-0.73,-0.61,2.94,2.4,2.48,2.35,-0.59,2.86,-0.68,-0.68,-0.91,-0.3775
"5487",5487,"Giora Spiegel",1970,"Israel",-0.39,0.47,-0.57,0.47,1.99,0.2,2.97,3,-0.3,-0.18,-0.68,-0.59,-0.59,-0.02,0.45,0.32,3.2,1.4
"5488",5488,"Itzhak Shum",1970,"Israel",-0.39,-0.29,-0.57,-0.39,1.69,0.13,0.28,0.73,2.1,0.77,-0.2,-0.59,-0.59,3.58,0.83,-0.72,0.86,0.1425
"5489",5489,"Itzhak Visoker",1970,"Israel",-0.39,-0.62,-0.57,-0.63,0.68,1.25,-0.73,-1.01,-1.01,-0.99,-0.2,-0.59,-0.59,-1.1,-1.05,-0.89,0.24,-0.265
"5490",5490,"Jehoshua Faygenbaum",1970,"Israel",-0.39,0.11,-0.57,0.83,-0.55,-0.92,-0.39,-0.34,-0.44,-0.99,-0.68,-0.59,-0.59,-0.38,-0.68,-0.51,-1.26,-0.555
"5491",5491,"Jeshaayahu Schwager",1970,"Israel",-0.39,-0.62,-0.57,-0.63,-0.22,0.2,0.28,-0.34,1.96,0.91,1.69,1.37,0.99,2.14,-0.68,-0.68,-0.14,-0.1075
"5492",5492,"Menachem Bello",1970,"Israel",-0.39,-0.62,0.13,-0.63,-0.37,-0.55,-0.05,-0.07,0.26,-0.18,-0.52,-0.59,-0.59,-0.38,-0.68,-0.37,-0.62,-0.135
"5493",5493,"Mordechei Spiegler",1970,"Israel",1.28,0.36,2.92,0.1,1.89,0.57,0.28,2.2,1.11,0.77,-0.52,-0.59,-0.59,0.34,2.71,1.92,2.77,1.4925
"5494",5494,"Rahcamim Talbi",1970,"Israel",-0.39,-0.62,-0.57,-0.63,-1.3,-1.11,-0.73,-1.01,-0.72,-0.72,-0.68,-0.59,-0.59,-0.74,-1.05,-0.89,-2.12,-0.855
"5495",5495,"Shmuel Rosenthal",1970,"Israel",-0.39,-0.47,-0.57,-0.63,0.98,0.38,0.62,0.06,3.65,1.18,1.54,1.04,0.2,1.06,0.08,-0.79,0.44,0.1225
"5496",5496,"Shraga Bar",1970,"Israel",-0.39,-0.58,-0.57,-0.26,-0.07,-0.3,-0.73,-0.47,-0.02,0.09,-0.52,0.06,-0.59,2.14,0.45,-0.68,-0.77,-0.5175
"5497",5497,"Yochnan Vallach",1970,"Israel",-0.39,-0.62,-0.57,-0.63,-1.03,-0.99,0.28,-0.47,-0.72,-0.72,-0.36,-0.59,-0.59,0.34,0.45,-0.89,-1.46,-0.4375
"5498",5498,"Zvi Rosen",1970,"Israel",-0.39,-0.62,-0.57,-0.63,-0.27,-0.61,-0.73,-0.74,0.97,0.5,2.64,0.06,-0.59,-0.38,-0.3,-0.89,-1.35,-0.6625
"5499",5499,"Alessandro Mazzola",1970,"Italy",-0.39,-0.05,1.41,0.64,1.09,0.63,2.3,0.76,-0.43,-0.03,-0.45,0.04,-0.22,0.6,0.91,2.13,1.39,1.275
"5500",5500,"Angelo Domenghini",1970,"Italy",0.4,0.62,2.07,0.29,0.37,0.95,1.02,0.95,-0.59,-0.21,-0.3,-0.3,0.53,1.29,0.91,1.28,1.9,1.2475
"5501",5501,"Communardo Niccolai",1970,"Italy",-0.39,-0.62,-0.57,-0.63,-1.44,-1.11,-0.73,-1.01,-0.71,-0.85,-0.53,0.1,-0.59,-1.1,-0.87,-0.89,-2.12,-0.855
"5502",5502,"Enrico Albertosi",1970,"Italy",-0.39,-0.62,-0.57,-0.63,0.87,1.75,-0.73,-1.01,-1.01,-0.99,-0.45,-0.59,-0.22,-0.93,0.19,-0.89,0.74,-0.14
"5503",5503,"Fabrizio Poletti",1970,"Italy",-0.39,-0.62,-0.57,-0.57,-1.42,-1.14,-0.73,-0.95,-1.01,-0.99,-0.6,-0.3,-0.59,-0.59,-1.05,-0.89,-2.09,-0.8475
"5504",5504,"Giacinto Facchetti",1970,"Italy",-0.39,-0.36,0.09,-0.28,0.01,0.33,-0.25,-0.25,0.9,0.53,2.02,-0.39,0.9,0.26,0.02,0.18,0.08,-0.02
"5505",5505,"Giancarlo De Sisti",1970,"Italy",-0.39,-0.45,0.42,-0.34,1.3,1.16,0.55,0.89,-0.49,0.22,0,0.18,0.53,0.26,2.15,1.28,2.05,0.755
"5506",5506,"Gianni Rivera",1970,"Italy",1.2,0.16,1.74,0.18,-0.75,-0.35,0.55,-0.12,-0.54,-0.67,-0.6,-0.3,-0.59,-0.59,-0.7,0.9,-0.47,0.455
"5507",5507,"Giuseppe Furino",1970,"Italy",-0.39,-0.62,-0.57,-0.63,-1.37,-1.03,-0.41,-0.88,-0.83,-0.66,-0.68,-0.59,-0.59,-1.1,-0.87,-0.76,-1.91,-0.7225
"5508",5508,"Luigi Riva",1970,"Italy",1.99,5.48,-0.24,6.53,-0.98,-1.03,1.66,-0.12,-1.01,-0.54,-0.68,-0.59,3.9,0.78,1.44,1.23,-1.15,0.0675
"5509",5509,"Mario Bertini",1970,"Italy",-0.39,-0.02,1.08,-0.51,0.41,0.51,0.07,-0.19,0.03,0.08,0.37,-0.34,0.9,2.14,1.08,0.9,0.32,0.3675
"5510",5510,"Pierluigi Cera",1970,"Italy",-0.39,-0.62,-0.57,-0.63,0.89,1.22,-0.25,0,0.29,0.66,1.49,1.39,-0.22,-0.42,0.19,-0.45,1.22,0.1
"5511",5511,"Roberto Boninsegna",1970,"Italy",1.2,0.36,0.42,0.87,-0.42,-0.76,0.71,0.51,-0.82,-0.6,-0.68,-0.59,0.16,0.09,1.8,1.72,-0.25,0.22
"5512",5512,"Roberto Rosato",1970,"Italy",-0.39,-0.5,-0.57,-0.4,-0.73,-0.26,-0.73,-0.95,-0.33,0.82,1.94,1.54,2.4,0.6,-0.34,-0.59,-1.21,-0.6275
"5513",5513,"Tarcisio Burgnich",1970,"Italy",0.4,-0.36,-0.57,-0.57,-0.47,0.04,-0.57,-0.82,0.74,0.04,2.92,0.48,0.9,0.95,-0.7,-0.79,-0.78,-0.48
"5514",5514,"Aaron Padilla Gutiérrez",1970,"Mexico",-0.39,-0.35,1.52,0.47,0.33,0.09,1.54,3.3,-0.04,0.22,-0.56,-0.59,-0.59,-0.83,0.92,0.93,3.39,1.6125
"5515",5515,"Antonio Munguia Flores",1970,"Mexico",-0.39,0.01,0.48,-0.17,0.5,-0.24,1.54,0.19,-0.06,1.14,-0.44,-0.59,0,-0.56,0.36,0.2,-0.05,0.4925
"5516",5516,"Enrique David Borja García",1970,"Mexico",-0.39,0.61,-0.57,1.75,-1.2,-1.17,-0.47,-1.01,-1.01,-0.99,-0.68,-0.59,-0.59,-1.1,-1.05,-0.24,-2.18,-0.805
"5517",5517,"Guillermo Hernández",1970,"Mexico",-0.39,-0.43,-0.57,-0.35,-0.52,-0.61,-0.47,-0.41,-0.11,-0.7,-0.32,-0.59,0,-1.1,-0.21,-0.76,-1.02,-0.515
"5518",5518,"Gustavo Pena",1970,"Mexico",0.87,1.84,-0.57,-0.35,0.63,0.79,-0.22,-0.41,-0.36,2.04,3.71,5.21,2.96,1.6,0.92,-0.4,0.38,-0.1025
"5519",5519,"Hector Pulido",1970,"Mexico",-0.39,0.04,0.48,-0.26,0.84,-0.47,-0.47,0.49,-0.07,0.21,0.27,0.12,0,-0.29,0.36,-0.11,0.02,0.00750000000000001
"5520",5520,"Horacio Lopez Salgado",1970,"Mexico",-0.39,0.8,-0.57,1.11,-1.12,-1.08,-0.22,-0.51,-1.01,-0.99,-0.68,-0.59,0,-0.02,-0.49,-0.47,-1.59,-0.595
"5521",5521,"Ignacio Calderón",1970,"Mexico",-0.39,-0.62,-0.57,-0.63,0.37,0.97,-0.73,-1.01,-1.01,-0.99,-0.09,-0.59,-0.59,-1.1,-0.77,-0.89,-0.04,-0.335
"5522",5522,"Isidoro Díaz",1970,"Mexico",-0.39,-0.46,-0.57,-0.63,-1.14,-0.89,-0.73,-1.01,-1.01,-0.37,-0.68,-0.59,-0.59,-0.83,-0.49,-0.79,-1.9,-0.8
"5523",5523,"Javier Fragoso",1970,"Mexico",0.87,1.05,-0.57,1.56,-0.07,-0.75,0.03,-0.11,-0.71,-0.4,-0.68,0.1,0.59,-0.02,0.92,0.8,-0.86,-0.35
"5524",5524,"Javier Guzmán Colín",1970,"Mexico",-0.39,0.5,-0.57,-0.08,0.27,0.65,-0.73,-0.41,2.14,1.11,2.76,6.62,4.15,0.79,-0.49,-0.08,0.24,-0.265
"5525",5525,"Javier Valdivia",1970,"Mexico",2.12,1.05,2.57,1.66,-0.4,-0.33,0.79,0.49,0.54,0.82,-0.68,-0.59,0,1.6,4.3,1.97,0.16,0.88
"5526",5526,"Jose Luis Gonzalez Davila",1970,"Mexico",0.87,1.49,0.48,0.1,0.33,-0.38,-0.22,-0.01,0.25,0.23,-0.56,0.15,-0.59,0.52,-0.77,0.02,-0.39,-0.0325
"5527",5527,"José Vantolra",1970,"Mexico",-0.39,-0.57,3.62,-0.45,1.74,2.19,-0.73,0.79,2.08,1.76,2.88,2.26,1.18,0.79,0.92,1.14,2.98,1.4675
"5528",5528,"Juan Ignacio Basaguren",1970,"Mexico",0.87,-0.54,-0.57,-0.17,-1.25,-1.13,-0.47,-0.71,-0.7,-0.7,-0.68,-0.59,-0.59,-0.29,-1.05,-0.73,-1.84,-0.72
"5529",5529,"Mario Pérez",1970,"Mexico",-0.39,-0.43,3.09,-0.26,1.29,1.58,1.04,2.6,1.77,4.13,1.81,0.15,0,2.41,0.64,1.37,4.18,2.0775
"5530",5530,"Mario Velarde Velázquez",1970,"Mexico",-0.39,-0.54,-0.57,-0.54,-1.14,-1.08,-0.73,-0.71,-0.71,-0.7,-0.68,-0.59,-0.59,-0.29,-0.49,-0.6,-1.79,-0.7725
"5531",5531,"Abdallah Lamrani",1970,"Morocco",-0.39,-0.62,-0.57,-0.63,-0.3,-0.24,-0.05,-0.47,-0.41,-0.2,1.06,-0.59,0.2,0.34,0.08,-0.89,-0.71,-0.3325
"5532",5532,"Ahmed Alaoui",1970,"Morocco",-0.39,-0.11,-0.57,0.35,-0.93,-0.99,-0.05,-0.34,-1.01,-0.99,-0.68,-0.59,-0.59,-0.38,-0.68,-0.44,-1.33,-0.4875
"5533",5533,"Allal Ben Kassou",1970,"Morocco",-0.39,-0.62,-0.57,-0.63,0.03,0.51,-0.73,-1.01,-1.01,-0.99,-0.52,-0.59,-0.59,-1.1,-1.05,-0.89,-0.5,-0.45
"5534",5534,"Boujemaa Benkhrif",1970,"Morocco",-0.39,-0.58,-0.57,-0.63,1.01,1.63,-0.39,0.19,0.63,0.68,1.85,0.47,-0.59,-0.02,0.08,-0.27,1.82,0.215
"5535",5535,"Driss Bamous",1970,"Morocco",-0.39,0.8,-0.57,0.35,0,-0.36,-0.05,0.59,-1.01,0,-0.2,-0.59,-0.59,0.34,-0.68,0.25,0.23,-0.0975
"5536",5536,"Jalili Fadili",1970,"Morocco",-0.39,-0.62,-0.57,-0.63,-0.75,-0.18,-0.39,-0.21,0.41,0.03,0.43,-0.59,-0.59,-0.74,-0.68,-0.44,-0.39,-0.3375
