"","player","season","team","goals_z","xg_z","crosses_z","boxtouches_z","passes_z","progpasses_z","takeons_z","progruns_z","tackles_z","interceptions_z","clearances_z","blocks_z","aerials_z","fouls_z","fouled_z","nsxg_z"
"4827","Bernd Förster",1982,"West Germany",-0.5,-0.4,-0.6,-0.76,-0.22,0.08,-0.31,-0.26,0.16,0.04,1.63,0.68,0.16,0.84,-0.14,-0.83
"4828","Felix Magath",1982,"West Germany",-0.5,-0.4,0.67,0.22,-0.29,-0.48,-0.01,-0.26,1.44,-0.08,-0.54,-0.57,-0.65,-0.68,0.13,1.02
"4829","Hans-Peter Briegel",1982,"West Germany",-0.5,0.03,-0.35,0.56,0.38,0.34,2.13,0.68,0.46,0.35,0.05,-0.02,0.43,1.3,0.92,-0.21
"4830","Hans-Peter Müller",1982,"West Germany",-0.5,-0.66,-0.35,-0.76,-1.08,-0.89,-0.77,-0.83,-1.01,-0.77,-0.73,-0.57,-0.65,-0.83,-0.67,-0.61
"4831","Harald Anton Schumacher",1982,"West Germany",-0.5,-0.72,-0.6,-0.76,0.18,1.81,-0.77,-1.09,-0.84,-0.94,-0.6,-0.57,-0.38,-1.13,-0.67,-0.84
"4832","Horst Hrubesch",1982,"West Germany",0.31,1.85,-0.6,2.62,-1.03,-1.05,-0.62,-0.9,-0.65,-0.42,-0.67,-0.57,1.79,-0.37,-0.67,0.6
"4833","Karl-Heinz Rummenigge",1982,"West Germany",3.57,2.27,-0.09,2.79,-0.07,-0.66,0.3,0.56,-0.26,-0.81,-0.73,-0.57,-0.11,-0.53,-0.14,1.46
"4834","Karlheinz Förster",1982,"West Germany",-0.5,-0.61,-0.35,-0.7,0.92,1.03,-0.46,0.11,2.03,2.5,1.7,1.41,1.79,1.76,0.66,-0.51
"4835","Klaus Fischer",1982,"West Germany",1.13,1.17,-0.35,1.08,-1.2,-1.05,-0.31,-0.45,-0.87,-0.72,-0.73,-0.57,-0.65,-0.22,0.26,-0.55
"4836","Lothar Matthäus",1982,"West Germany",-0.5,-0.72,-0.6,-0.76,-1.48,-1.1,-0.77,-1.02,-0.68,-0.79,-0.73,-0.57,-0.65,-0.68,-0.93,-0.84
"4837","Manfred Kaltz",1982,"West Germany",-0.5,-0.46,3.7,-0.35,1.98,2.22,0.15,2.26,0.6,0.19,0.38,-0.57,-0.38,-0.68,0.39,2.38
"4838","Paul Breitner",1982,"West Germany",0.31,0.41,1.17,0.22,1.9,1.27,1.21,2.71,0.41,0.45,-0.6,1.44,-0.38,0.24,0.39,1.6
"4839","Pierre Littbarski",1982,"West Germany",1.13,0.88,2.69,2.05,-0.06,0.03,2.58,0.56,0.62,-0.61,-0.67,-0.57,-0.65,0.84,1.71,2.77
"4840","Ulrich Stielike",1982,"West Germany",-0.5,-0.53,-0.35,-0.53,1.82,1.42,0.45,0.49,1.39,1.48,1.5,0.82,-0.11,1,0.26,-0.45
"4841","Uwe Reinders",1982,"West Germany",0.31,-0.21,-0.6,-0.53,-1.46,-1.28,-0.77,-0.96,-0.73,-0.94,-0.73,-0.57,-0.11,-0.37,-0.14,-0.75
"4842","Wolfgang Dremmler",1982,"West Germany",-0.5,0.19,0.16,0.33,1.72,0.44,-0.31,1.44,2.39,1.86,-0.14,1.25,0.16,1.15,1.84,0.72
"4843","Dragan Pantelic",1982,"Yugoslavia",-0.5,-0.72,-0.6,-0.76,-0.12,1.36,-0.77,-1.09,-1.01,-0.94,-0.41,-0.57,-0.65,-1.13,-0.28,-0.84
"4844","Edhem Sljivo",1982,"Yugoslavia",-0.5,-0.12,0.64,-0.48,2.86,2.37,1.47,1.54,1.98,1.88,-0.73,-0.57,-0.65,0.73,1.33,1.79
"4845","Ivan Gudelj",1982,"Yugoslavia",1.49,0.56,0.02,1.06,1.63,0.17,1.09,-0.31,1.61,1.53,-0.73,0.65,0.01,0.73,0.36,0.28
"4846","Ivan Surjak",1982,"Yugoslavia",-0.5,-0.25,0.02,0.22,0.3,-0.09,2.96,0.92,1.6,1.17,-0.41,-0.57,0.67,0.35,1.01,0.21
"4847","Milos Hrstic",1982,"Yugoslavia",-0.5,-0.72,-0.6,-0.76,-0.49,-0.27,-0.77,-1.09,-0.63,-0.23,-0.41,-0.57,0.01,-0.02,-0.93,-0.84
"4848","Milos Sestic",1982,"Yugoslavia",-0.5,-0.72,0.64,-0.62,-1.48,-1.03,-0.02,-0.62,-1.01,-0.59,-0.73,-0.57,-0.65,-1.13,-0.28,-0.02
"4849","Nenad Stojkovic",1982,"Yugoslavia",-0.5,-0.72,-0.6,-0.76,0.57,1.23,-0.77,-0.31,3.07,5.74,0.71,1.87,0.67,1.84,1.01,-0.48
"4850","Nikola Jovanovic",1982,"Yugoslavia",-0.5,-0.72,-0.6,-0.48,-0.15,-0.21,-0.77,-0.16,0.11,2.21,0.23,0.65,0.01,1.1,-0.28,-0.45
"4851","Safet Susic",1982,"Yugoslavia",-0.5,2.46,0.64,2.6,0.25,-0.21,4.82,1.39,-1.01,-0.59,-0.73,-0.57,0.01,-0.02,1.01,2.02
"4852","Vahid Halilhodzic",1982,"Yugoslavia",-0.5,-0.04,-0.6,-0.34,-1.36,-1.22,-0.77,-0.93,-1.01,-0.59,-0.73,-0.57,-0.65,-0.39,-0.61,-0.45
"4853","Velimir Zajec",1982,"Yugoslavia",-0.5,-0.72,-0.6,-0.76,0.84,1.67,1.47,3.08,1.22,3.28,1.52,4.39,1.34,2.96,1.01,-0.64
"4854","Vladimir Petrovic",1982,"Yugoslavia",1.49,3.65,4.35,0.5,1.51,2.93,-0.02,0.46,-0.63,0.11,-0.73,-0.57,-0.65,-0.39,-0.61,4.26
"4855","Zlatko Krmpotic",1982,"Yugoslavia",-0.5,-0.72,0.64,-0.76,0.74,1.05,-0.77,-0.01,1.98,-0.24,-0.41,-0.57,0.67,-0.39,-0.61,-0.05
"4856","Zlatko Vujovic",1982,"Yugoslavia",-0.5,0.68,-0.6,1.76,-0.47,-1.22,-0.02,-0.01,-0.63,-0.94,-0.73,-0.57,0.67,-0.02,3.59,-0.48
"4857","Alberto Taranti",1978,"Argentina",0.43,-0.37,-0.24,-0.4,1.34,1.42,-0.62,0.63,0.16,0.63,0.91,-0.25,-0.29,0.92,-0.24,-0.72
"4858","Americo Gallego",1978,"Argentina",-0.46,-0.26,-0.75,-0.25,1.17,0.06,0.1,-0.17,-0.03,3.38,0.74,0.35,0.93,1.39,0.74,-0.54
"4859","Daniel Bertoni",1978,"Argentina",1.32,0.45,1.56,1.08,-0.69,-0.57,3.56,0.57,-0.15,-0.62,-0.67,-0.23,-0.49,-0.96,2.83,2.03
"4860","Daniel Passarella",1978,"Argentina",0.43,1.76,-0.49,0.93,1.65,1.63,0.1,0.57,1.53,1.52,3,1.85,4.58,0.92,0.46,0.24
"4861","Jorge Olguin",1978,"Argentina",-0.46,-0.41,1.81,-0.45,2.34,3.16,0.97,2.11,4.14,2.13,1.25,-0.23,-0.49,1.7,-0.1,0.62
"4862","Jose Daniel Valencia",1978,"Argentina",-0.46,0.09,-0.49,0.24,-0.48,-0.69,2.55,0.43,-0.05,0,-0.39,-0.57,-0.69,-0.65,0.18,-0.35
"4863","Leopoldo Luque",1978,"Argentina",3.11,1.76,-0.75,1.72,-0.94,-1.06,1.97,0.16,-0.66,-0.63,-0.67,-0.23,-0.69,-0.33,1.3,0.49
"4864","Luis Galvan",1978,"Argentina",-0.46,-0.6,-0.75,-0.55,0.83,0.15,-0.33,-0.78,2.25,3.13,2.83,-0.11,0.52,1.85,0.74,-0.81
"4865","Mario Kempes",1978,"Argentina",4.9,3.05,0.53,2.02,0.58,-0.23,4.57,1.37,-0.38,0.87,-0.39,0.05,0.73,1.39,2.97,2.86
"4866","Norberto Alonso",1978,"Argentina",-0.46,-0.63,-0.49,-0.75,-1.45,-1.21,-0.19,-1.11,-1.05,-1.02,-0.72,-0.57,-0.49,-0.96,-0.66,-0.83
"4867","Omar Larrosa",1978,"Argentina",-0.46,-0.56,-0.24,-0.4,-0.65,-0.8,-0.76,-0.58,-0.55,-0.87,-0.72,-0.57,-0.69,-0.65,-0.94,-0.13
"4868","Oscar Ortiz",1978,"Argentina",-0.46,-0.47,1.3,0.14,-0.74,-0.72,1.54,-0.31,0.32,0.1,-0.44,-0.57,-0.49,-0.49,1.72,0.48
"4869","Osvaldo Ardiles",1978,"Argentina",-0.46,-0.11,-0.75,-0.35,1.23,0.01,1.97,1.31,1.61,0.67,-0.33,-0.57,-0.09,-0.18,3.39,0.54
"4870","Rene Houseman",1978,"Argentina",0.43,0.3,0.02,0.98,-1.09,-0.92,0.39,-0.37,-1.05,-0.63,-0.72,-0.57,-0.49,-0.33,-0.24,0
"4871","Ricardo Villa",1978,"Argentina",-0.46,-0.65,-0.75,-0.7,-1.09,-1.01,-0.04,-0.51,-0.32,-0.61,-0.67,-0.11,-0.69,-0.65,-0.24,-0.93
"4872","Ubaldo Fillol",1978,"Argentina",-0.46,-0.71,-0.75,-0.75,0.51,0.85,-0.91,-1.18,-1.05,-1.02,-0.72,-0.57,-0.69,-1.27,-0.66,-1.01
"4873","Bruno Pezzey",1978,"Austria",-0.46,-0.31,-0.12,-0.39,0.59,0.02,0.32,0.63,1.37,1.67,3,2.66,3.28,1.4,0.29,0.06
"4874","Eduard Krieger",1978,"Austria",-0.46,-0.36,0.5,-0.33,0.41,-0.12,-0.73,0.22,1.12,-0.18,-0.31,0.56,0.05,-0.32,-0.39,-0.12
"4875","Erich Obermayer",1978,"Austria",0.63,-0.29,-0.43,-0.57,1.15,1.08,-0.56,-0.36,0.14,1.81,2.18,1.86,-0.2,-0.13,-0.05,-0.85
"4876","Friedrich Koncilia",1978,"Austria",-0.46,-0.71,-0.75,-0.75,0.87,3.1,-0.91,-1.18,-1.05,-1.02,-0.66,-0.57,-0.69,-1.27,-0.22,-1.01
"4877","Gerhard Breitenberger",1978,"Austria",-0.46,-0.67,0.5,-0.63,0.35,0.44,-0.91,-0.03,0.1,-0.18,0.79,-0.57,-0.45,-0.32,-0.56,-0.22
"4878","Hans Johann Krankl",1978,"Austria",3.91,4.47,-0.75,3.36,-0.27,-0.69,2.26,0.79,-0.71,-0.81,-0.72,-0.23,0.79,-0.32,0.29,0.92
"4879","Hans Pirkner",1978,"Austria",-0.46,-0.44,-0.75,-0.45,-1.54,-1.29,-0.91,-1.02,-1.05,-1.02,-0.72,-0.57,-0.69,-0.89,-0.73,-1.01
"4880","Heinrich Strasser",1978,"Austria",-0.46,-0.64,-0.75,-0.69,-0.63,-0.26,-0.03,0.05,-0.35,-0.65,-0.03,-0.57,-0.45,-0.13,-0.73,-0.77
"4881","Herbert Prohaska",1978,"Austria",-0.46,-0.71,0.19,-0.39,3.12,1.86,1.03,3.91,0.54,0.17,-0.38,-0.57,-0.45,0.45,0.46,1.14
"4882","Heribert Weber",1978,"Austria",-0.46,-0.6,-0.75,-0.57,-1.35,-1.15,-0.73,-0.93,-1.05,-1.02,-0.52,-0.57,0.05,-1.27,-0.73,-0.93
"4883","Josef Hickersberger",1978,"Austria",-0.46,-0.16,0.19,-0.45,0.46,-0.16,-0.2,0.05,0.16,-0.54,-0.59,0.59,-0.45,-0.51,1.14,-0.23
"4884","Kurt Jara",1978,"Austria",-0.46,-0.13,-0.12,0.22,0.31,0.41,-0.56,0.54,-0.68,-0.43,-0.52,0.29,-0.45,-1.27,-0.56,0.21
"4885","Robert Sara",1978,"Austria",-0.46,-0.44,2.38,-0.27,2.04,1.96,1.03,1.45,1.66,1.27,0.17,0.12,-0.45,1.59,0.12,0.76
"4886","Walter Schachner",1978,"Austria",0.63,-0.11,-0.43,0.22,-1.09,-0.86,-0.38,-0.44,-1.05,-1.02,-0.66,-0.57,-0.2,-0.89,0.12,0.08
"4887","Wilhelm Kreuz",1978,"Austria",-0.46,0.98,-0.43,0.76,1.15,-0.16,0.85,0.96,0.61,1.09,-0.72,0.72,-0.45,1.4,0.46,0.03
"4888","Chicao",1978,"Brazil",-0.46,-0.71,-0.75,-0.75,-1.02,-1.11,-0.91,-1.04,-0.69,-0.49,-0.67,-0.19,-0.48,-0.94,0.09,-0.97
"4889","Dirceu",1978,"Brazil",2.35,0.05,-0.21,-0.39,1.53,1.01,1.51,1.42,1.35,1.51,-0.19,-0.57,-0.48,0.2,-0.34,0.25
"4890","Edinho",1978,"Brazil",-0.46,-0.63,0.32,-0.44,-0.74,-0.35,-0.3,-0.34,-0.34,-0.26,0.1,-0.57,-0.06,0.69,0.24,-0.37
"4891","Gil",1978,"Brazil",-0.46,0.74,0.06,0.44,-0.66,-0.72,0.75,-0.12,-0.93,-0.85,-0.72,-0.57,-0.48,0.2,0.09,0.36
"4892","Joao Batista da Silva Batista",1978,"Brazil",-0.46,-0.51,-0.75,-0.7,1.94,0.07,0,0.02,2.82,2.56,0.34,0.01,-0.27,0.86,0.97,-0.1
"4893","José Oscar Bernardi",1978,"Brazil",-0.46,-0.52,-0.75,-0.44,0.68,0.25,-0.61,-0.27,-0.93,2.23,2.77,3.62,2.71,1.84,-0.93,-0.79
"4894","José Reinaldo de Lima Reinaldo",1978,"Brazil",0.47,0.4,-0.48,0.34,-1.12,-1.11,-0.3,-0.48,-0.9,-0.86,-0.67,-0.57,-0.69,0.53,0.24,-0.89
"4895","José Rodrigues Neto",1978,"Brazil",-0.46,-0.57,0.32,-0.54,-0.43,-0.26,0.15,-0.19,-0.45,0.31,-0.55,-0.57,-0.48,0.53,-0.49,-0.56
"4896","João Justino Amaral dos Santos Amaral",1978,"Brazil",-0.46,-0.44,-0.75,-0.59,1.03,0.43,-0.76,0.72,-0.53,1.4,2.06,1.63,-0.27,-0.94,-0.78,-0.83
"4897","Leão",1978,"Brazil",-0.46,-0.71,-0.75,-0.75,0.62,1.77,-0.91,-0.9,-1.05,-1.02,-0.67,-0.57,-0.69,-1.27,-1.08,-1.01
"4898","Manoel Rezende de Matos Cabral",1978,"Brazil",1.41,0.2,-0.21,-0.75,-0.28,0.43,-0.3,0.93,-0.17,0.09,0.16,-0.57,-0.48,0.37,-0.34,-0.28
"4899","Mendonca",1978,"Brazil",-0.46,1.21,-0.48,0.86,0.84,-0.78,0.75,1.35,-0.5,-0.68,-0.67,-0.57,-0.69,-0.94,0.09,0.45
"4900","Rivellino",1978,"Brazil",-0.46,-0.47,-0.75,-0.7,-0.61,-0.48,-0.15,-0.69,-0.17,-0.25,-0.67,-0.57,-0.69,-0.45,-0.05,-0.6
"4901","Roberto Dinamite",1978,"Brazil",2.35,1.25,-0.75,1.74,-0.73,-1.02,-0.76,-0.76,-0.75,-0.66,-0.72,-0.19,0.79,-0.13,0.53,0.14
"4902","Toninho",1978,"Brazil",-0.46,-0.38,1.67,-0.59,0.59,0.68,0.15,0.58,1.39,0.61,0.64,-0.57,0.16,1.51,-0.34,0.2
"4903","Toninho Cerezo",1978,"Brazil",-0.46,-0.13,-0.21,-0.28,1.43,0.43,-0.45,0.37,0.72,1.16,-0.61,-0.57,-0.27,0.69,-0.34,0.44
"4904","Zico",1978,"Brazil",0.47,1.1,-0.48,-0.28,-0.78,-0.84,-0.15,-0.69,-0.02,-0.39,-0.61,-0.57,-0.27,-0.29,-0.05,-0.01
"4905","Bernard Lacombe",1978,"France",1.72,0.64,-0.12,1.43,-0.31,-0.76,-0.2,-0.69,-0.69,-0.14,-0.72,0.66,-0.2,-0.13,0.97,0.1
"4906","Christian Dalger",1978,"France",-0.46,-0.42,0.5,-0.75,-1.11,-0.83,-0.2,-0.03,-0.27,-1.02,-0.72,-0.57,-0.69,-1.27,-0.05,0.03
"4907","Christian Lopez",1978,"France",1.72,-0.42,-0.75,-0.75,-0.18,0.02,-0.91,-0.19,3.03,3.19,0.79,4.79,-0.69,1.4,-0.39,-0.6
"4908","Claude Papi",1978,"France",-0.46,-0.6,-0.75,-0.27,-1.09,-1.11,-0.91,-0.69,-0.73,-0.51,-0.59,-0.57,-0.69,-0.89,-1.08,-0.72
"4909","Didier Six",1978,"France",-0.46,0.42,3.01,0.1,-0.26,-0.41,2.97,0.3,0.38,-0.4,-0.72,-0.57,0.3,1.78,-0.39,1.42
"4910","Dominique Bathenay",1978,"France",-0.46,-0.42,-0.12,-0.39,0.01,-0.05,0.85,0.79,-0.01,0.34,-0.03,-0.57,-0.2,-0.13,-0.39,1.33
"4911","Dominique Dropsy",1978,"France",-0.46,-0.71,-0.75,-0.75,-0.85,-0.48,-0.91,-1.18,-1.05,-1.02,-0.72,-0.57,-0.69,-1.27,-1.08,-1.01
"4912","Dominique Rocheteau",1978,"France",1.72,0.56,2.38,0.94,-0.45,-0.41,0.5,-0.19,1.03,-0.74,-0.59,-0.57,-0.69,-0.51,-0.05,1.17
"4913","Dominque Baratelli",1978,"France",-0.46,-0.71,-0.75,-0.75,-1.57,-1.18,-0.91,-1.18,-1.05,-1.02,-0.72,-0.57,-0.69,-1.27,-1.08,-1.01
"4914","François Bracci",1978,"France",-0.46,-0.45,-0.12,-0.51,-0.53,-0.12,-0.56,-0.69,-0.09,0,0.79,-0.57,0.79,0.26,-1.08,-0.88
"4915","Gérard Janvion",1978,"France",-0.46,-0.6,-0.12,-0.27,0.22,0.09,-0.56,-0.52,-0.01,1.19,1.21,-0.57,-0.69,0.64,-0.39,-0.47
"4916","Henri Michel",1978,"France",-0.46,0.02,2.38,-0.14,1.15,0.51,1.21,1.61,1.24,0.46,-0.31,-0.57,-0.2,0.64,0.29,1.93
"4917","Jean Petit",1978,"France",-0.46,-0.71,-0.12,0.46,0.03,0.02,-0.2,-0.03,-0.73,-0.51,-0.45,-0.57,-0.69,0.26,-1.08,1.48
"4918","Jean-Marc Guillou",1978,"France",-0.46,-0.56,-0.75,-0.63,-0.66,-0.83,-0.2,0.13,-1.05,-1.02,-0.59,-0.57,-0.69,-0.51,-0.39,-0.69
"4919","Jean-Paul Bertand-Demanes",1978,"France",-0.46,-0.71,-0.75,-0.75,-0.74,-0.12,-0.91,-1.18,-1.05,-1.02,-0.72,-0.57,-0.69,-1.27,-1.08,-1.01
"4920","Marc Berdoll",1978,"France",1.72,2.96,-0.75,2.03,-1.14,-1.11,-0.56,-0.52,-0.34,-1.02,-0.72,-0.57,-0.69,-0.51,-0.73,0.89
"4921","Marius Trésor",1978,"France",-0.46,-0.6,-0.75,0.46,0.7,1.29,-0.2,1.12,1.85,3.27,2.73,2.67,2.78,1.02,-0.73,-0.09
"4922","Maxime Bossis",1978,"France",-0.46,-0.42,-0.12,-0.39,0.3,0.23,1.56,1.12,3.49,0.72,0.24,-0.57,0.79,-0.13,-0.73,-0.66
"4923","Michel Platini",1978,"France",1.72,0.82,-0.75,1.31,1.23,0.73,0.5,1.28,1.85,0.4,-0.72,-0.57,-0.2,1.4,1.65,2.53
"4924","Olivier Rouyer",1978,"France",-0.46,-0.13,-0.12,0.82,-0.85,-0.62,0.85,0.63,-0.73,-0.77,-0.72,-0.57,-0.69,-0.13,0.29,1.17
"4925","Patrice Rio",1978,"France",-0.46,-0.64,-0.75,-0.75,-0.87,-0.69,-0.91,-0.85,-0.27,-0.09,0.79,-0.57,1.29,-0.51,-1.08,-1.01
"4926","Patrick Battiston",1978,"France",-0.46,-0.71,-0.12,-0.75,-0.66,0.02,-0.91,-1.02,-0.33,1.26,-0.31,0.55,-0.2,-0.89,-1.08,-0.12
"4927","Andras Toth",1978,"Hungary",1.72,2.42,1.13,-0.51,-1.35,-0.97,-0.91,-1.18,-0.5,-1.02,-0.72,-0.57,-0.69,-1.27,-1.08,0
"4928","András Törõcsik",1978,"Hungary",-0.46,1.18,-0.75,1.18,-0.31,-0.26,2.26,0.79,-0.36,-1.02,-0.72,-0.57,-0.2,0.26,2.34,0.06
"4929","Ferenc Meszaros",1978,"Hungary",-0.46,-0.71,-0.75,-0.75,-1.03,-0.19,-0.91,-1.18,-1.05,-1.02,-0.72,-0.57,-0.69,-1.27,-1.08,-1.01
"4930","Gyözö Martos",1978,"Hungary",-0.46,-0.64,1.13,-0.51,0.7,2.35,0.15,0.79,0.28,-0.26,0.79,-0.57,-0.2,1.78,0.97,0.44
"4931","Istvan Halasz",1978,"Hungary",-0.46,0.24,-0.12,-0.14,-1.09,-0.9,-0.91,-0.52,-0.87,-1.02,-0.72,-0.57,-0.69,-0.51,-1.08,-0.19
"4932","Istvan Kocsis",1978,"Hungary",-0.46,-0.53,-0.12,-0.75,-0.55,-0.19,-0.91,-0.85,-0.07,-0.68,3.97,0.77,0.3,-0.51,-1.08,-0.41
"4933","József Tóth",1978,"Hungary",-0.46,-0.64,-0.75,-0.75,0.51,2.21,-0.2,0.79,0.37,0.78,0.93,-0.57,-0.69,2.17,-0.73,-0.22
"4934","Karoly Csapo",1978,"Hungary",1.72,1.65,0.5,0.1,-0.37,-0.48,-0.91,0.46,-0.69,-0.44,-0.17,-0.57,-0.2,0.26,-0.05,-0.16
"4935","Laszlo Bálint",1978,"Hungary",-0.46,-0.71,-0.75,-0.75,-1.38,-1.04,-0.91,-0.85,-0.77,-0.35,0.1,1.2,-0.2,-1.27,-0.73,-1.01
"4936","Laszlo Pusztai",1978,"Hungary",-0.46,0.82,1.13,2.51,-0.87,-0.55,-0.91,-0.19,0.17,-1.02,-0.59,-0.57,-0.2,-0.89,0.29,1.86
"4937","László Fazekas",1978,"Hungary",-0.46,0.09,-0.75,0.22,-1.33,-1.04,-0.91,-1.02,-1.05,-1.02,-0.72,-0.57,-0.69,-1.27,-0.73,-0.91
"4938","László Nagy",1978,"Hungary",-0.46,0.38,-0.12,0.46,-0.74,-0.05,0.5,0.63,-0.62,-0.8,-0.17,-0.19,-0.2,-0.89,0.63,0.38
"4939","Peter Török",1978,"Hungary",-0.46,-0.67,-0.75,-0.75,-1.27,-1.11,0.15,-0.52,-1.05,-1.02,-0.45,-0.19,-0.69,-0.51,-0.73,-1.01
"4940","Sandor Gujdar",1978,"Hungary",-0.46,-0.71,-0.75,-0.75,-0.39,1.01,-0.91,-1.18,-1.05,-1.02,-0.59,-0.57,-0.69,-1.27,-0.73,-1.01
"4941","Sandor Zombori",1978,"Hungary",1.72,1,0.5,0.46,1.13,1.72,1.21,1.12,-0.34,0.16,0.1,-0.57,-0.2,1.4,0.63,1.58
"4942","Sándor Pintér",1978,"Hungary",-0.46,-0.71,-0.75,-0.27,2.08,0.44,1.21,0.46,1.85,-0.07,-0.31,0.01,-0.2,2.93,2.34,-0.19
"4943","Tibor Nyilasi",1978,"Hungary",-0.46,-0.53,-0.75,-0.02,-0.15,0.09,0.15,0.46,0.17,-0.7,-0.59,0.2,0.79,1.02,-0.05,1.2
"4944","Zoltan Kereki",1978,"Hungary",-0.46,-0.71,-0.75,-0.51,-0.07,-0.12,-0.91,-0.85,0.35,0.35,3,0.96,0.3,1.02,-0.39,-0.72
"4945","Ali Par Win",1978,"Iran",-0.46,0.2,1.76,0.22,1.66,0.94,0.15,1.94,-0.12,-0.01,0.24,-0.57,-0.69,-0.51,-0.73,0.54
"4946","Andaranik Eskandarian",1978,"Iran",-0.46,-0.71,-0.75,-0.75,-0.26,-0.12,-0.56,-0.36,-0.74,0.49,1.07,0.76,-0.2,2.55,0.63,-0.69
"4947","Ebrahim Kassempoor",1978,"Iran",-0.46,-0.24,-0.12,-0.02,0.81,0.16,0.15,1.12,-0.04,0.57,-0.45,-0.19,-0.2,0.26,-0.39,0.19
"4948","Ghafoor Jahani",1978,"Iran",-0.46,-0.45,-0.12,1.79,-0.71,-1.04,-0.2,-0.85,-0.86,-0.78,-0.45,0.02,3.28,-0.13,0.29,0.06
"4949","Hassan Naibagha",1978,"Iran",-0.46,-0.71,-0.75,-0.75,-1.11,-1.04,-0.91,-1.02,-0.93,-0.83,-0.31,0.18,-0.69,-0.13,-1.08,-1.01
"4950","Hassan Nazari",1978,"Iran",-0.46,-0.31,0.5,-0.51,0.81,1.58,0.15,0.13,0.41,-0.07,0.38,-0.19,-0.2,1.02,0.29,0.06
"4951","Hassan Rowshan",1978,"Iran",1.72,1.29,-0.75,-0.02,-1.01,-1.04,-0.2,-0.52,-1.05,-1.02,-0.72,-0.57,-0.2,-0.13,0.97,-0.79
"4952","Hossein Kazerani",1978,"Iran",-0.46,-0.71,-0.75,-0.75,0.03,-0.05,-0.91,-1.02,0.2,0.56,2.18,0.18,-0.2,-0.13,-0.39,-0.91
"4953","Hussein Faraki",1978,"Iran",-0.46,-0.13,-0.12,0.58,-0.69,-0.83,0.15,-0.52,-0.4,-0.48,-0.59,-0.57,-0.69,1.78,0.29,0.19
"4954","Iraj Danayfar",1978,"Iran",1.72,0.35,-0.12,0.58,-0.34,-0.76,2.61,0.96,-0.3,-0.58,-0.72,-0.57,-0.2,0.64,0.63,-0.03
"4955","Jawad Allahwardi",1978,"Iran",-0.46,-0.67,-0.75,-0.75,-1.19,-0.9,-0.91,-1.18,-0.77,-0.35,-0.17,-0.57,0.3,0.26,-0.73,-1.01
"4956","Mohammad Sadeqi",1978,"Iran",-0.46,0.64,-0.75,0.1,0.67,-0.55,1.91,0.3,-0.25,1.29,-0.45,-0.57,0.3,1.4,-0.05,-0.47
"4957","Nasrollah Abdollahi",1978,"Iran",-0.46,-0.49,-0.75,-0.75,-0.79,-0.9,-0.91,-0.85,1.32,0.06,1.9,2.39,0.79,1.78,-0.39,-1.01
"4958","Nasser Hejazi",1978,"Iran",-0.46,-0.71,-0.75,-0.75,0.17,1.79,-0.91,-1.18,-1.05,-1.02,-0.72,-0.57,-0.69,-0.51,-0.39,-1.01
"4959","Aldo Maldera",1978,"Italy",-0.46,-0.66,-0.75,-0.7,-1.35,-1.2,-0.76,-0.97,-0.52,-0.85,-0.43,-0.23,-0.48,-0.13,-1.08,-1.01
"4960","Antonello Cuccureddu",1978,"Italy",-0.46,-0.54,-0.48,-0.65,-0.55,-0.35,-0.76,-0.76,-0.25,-0.36,0.05,0.92,-0.27,-0.78,-0.34,-0.7
"4961","Antonio Cabrini",1978,"Italy",-0.46,-0.38,1.67,-0.08,0.51,0.65,0.15,-0.05,0.02,1.17,1.23,-0.57,-0.06,1.18,0.83,0.11
"4962","Claudio Gentile",1978,"Italy",-0.46,-0.71,0.06,-0.44,0.62,0.89,0.3,-0.05,0.88,1.55,1.64,0.6,1.22,1.68,1.56,-0.39
"4963","Claudio Sala",1978,"Italy",-0.46,-0.71,-0.75,-0.75,-1.53,-1.23,-0.15,-0.97,-0.7,-0.64,-0.67,-0.57,-0.69,-0.94,-0.2,-1.01
"4964","Dino Zoff",1978,"Italy",-0.46,-0.71,-0.75,-0.75,0.31,1.43,-0.91,-1.11,-1.05,-1.02,-0.72,-0.57,-0.69,-1.27,-0.64,-1.01
"4965","Francesco Graziani",1978,"Italy",-0.46,-0.52,-0.48,-0.59,-1.5,-1.23,-0.76,-0.97,-1.05,-0.92,-0.72,-0.57,-0.48,-1.11,-1.08,-0.86
"4966","Franco Causio",1978,"Italy",0.47,0.57,1.67,0.24,1.12,1.37,1.96,1.14,0.43,0.53,-0.49,-0.57,-0.27,0.04,0.68,1.29
"4967","Gaetano Scirea",1978,"Italy",-0.46,-0.71,-0.21,-0.7,1.37,1.34,-0.61,0.3,0.53,1,3.3,3.43,-0.06,-0.45,-0.93,-0.6
"4968","Giancarlo Antognoni",1978,"Italy",-0.46,-0.02,-0.48,-0.54,-0.01,-0.51,0,-0.05,-0.3,0.17,-0.49,-0.06,-0.27,-0.62,-0.34,-0.52
"4969","Marco Tardelli",1978,"Italy",-0.46,0.15,0.06,-0.18,1.06,0.28,1.05,0.3,0.66,1.23,0.46,0.95,0.16,0.86,1.26,-0.37
"4970","Mauro Bellugi",1978,"Italy",-0.46,-0.71,-0.75,-0.75,-0.8,-0.81,-0.91,-1.11,0.12,0.68,0.7,0.21,1.22,-0.13,-0.05,-0.94
